清空這篇論文的所有筆記？|Delete all notes for this paper?|清空这篇论文的所有笔记？|この論文のノートをすべて削除しますか？|이 논문의 모든 노트를 삭제할까요?
清空 Library？|Clear the library?|清空论文库？|ライブラリを消去しますか？|라이브러리를 비울까요?
將選取文字的前 480 字元傳給 MyMemory 第三方翻譯服務？|Send the first 480 characters of selected text to the MyMemory translation service?|将所选文字的前 480 个字符发送给 MyMemory 第三方翻译服务？|選択テキストの先頭480文字を外部翻訳サービス MyMemory に送信しますか？|선택한 텍스트의 처음 480자를 외부 번역 서비스 MyMemory로 전송할까요?
全文索引完成 · {n} 頁|Text index complete · {n} pages|全文索引完成 · {n} 页|全文索引完了 · {n} ページ|전문 색인 완료 · {n} 페이지
PDF 已載入：{n} 頁|PDF loaded: {n} pages|PDF 已加载：{n} 页|PDF 読込完了：{n} ページ|PDF 불러옴: {n} 페이지
正在載入文件與建立全文索引…|Loading document and indexing text…|正在加载文档并建立全文索引…|文書を読み込み、全文索引を作成中…|문서 로딩 및 전문 색인 생성 중…
正在解析 PDF…|Parsing PDF…|正在解析 PDF…|PDF を解析中…|PDF 처리 중…
正在建立 {model} 分析工作…|Starting analysis with {model}…|正在建立 {model} 分析任务…|{model} の分析を開始中…|{model} 분석 시작 중…
帳號已登入：{account}|Signed in: {account}|账号已登录：{account}|ログイン済み：{account}|로그인됨: {account}
ChatGPT 已登入 · {model} · 尚未驗證本次模型連線|ChatGPT signed in · {model} · Model response not tested yet|ChatGPT 已登录 · {model} · 尚未验证模型连接|ChatGPT ログイン済み · {model} · モデル応答は未テスト|ChatGPT 로그인됨 · {model} · 모델 응답 미확인
ChatGPT：正在確認帳號…|ChatGPT: checking account…|ChatGPT：正在确认账号…|ChatGPT：アカウント確認中…|ChatGPT: 계정 확인 중…
ChatGPT 尚未登入：按右上「ChatGPT 帳號」登入。|ChatGPT is not signed in. Use the account button above.|ChatGPT 尚未登录，请点击右上角账号按钮登录。|未ログインです。右上のアカウントボタンをご利用ください。|ChatGPT에 로그인되지 않았습니다. 위의 계정 버튼으로 로그인하세요.
ChatGPT 分析已結束；回答或錯誤詳見下方。|ChatGPT analysis finished. See the response or error below.|ChatGPT 分析已结束，回答或错误见下方。|ChatGPT の分析が終了しました。応答またはエラーは下に表示します。|ChatGPT 분석이 끝났습니다. 아래 응답이나 오류를 확인하세요.
ChatGPT 模型回答已驗證 · {model}|ChatGPT response verified · {model}|ChatGPT 模型回答已验证 · {model}|ChatGPT 応答確認済み · {model}|ChatGPT 모델 응답 확인됨 · {model}
{n} / {total} 篇|{n} / {total} papers|{n} / {total} 篇|{n} / {total} 件|{n} / {total} 편
第 {n} 頁 ↗|Page {n} ↗|第 {n} 页 ↗|{n} ページ ↗|{n} 페이지 ↗
研究工作區|Research workspace|研究工作区|研究ワークスペース|연구 작업 공간
本機優先|Local-first|本地优先|ローカル優先|로컬 우선
未判定|Unclassified|未判定|未分類|미분류
翻譯未完成|Translation failed|翻译未完成|翻訳できませんでした|번역 실패
AI 深度摘要處理中…|Generating detailed AI summary…|正在生成 AI 深度摘要…|AI 詳細要約を生成中…|AI 상세 요약 생성 중…
尚未設定 AI 連線。|AI connection is not configured.|尚未设置 AI 连接。|AI 接続が未設定です。|AI 연결이 설정되지 않았습니다.
已取消 AI 分析。|AI analysis cancelled.|已取消 AI 分析。|AI 分析をキャンセルしました。|AI 분석이 취소되었습니다.
AI 未傳回可讀取的回答，請重試。|AI returned no readable answer. Please retry.|AI 未返回可读取的回答，请重试。|AI から読み取れる回答がありません。再試行してください。|AI가 읽을 수 있는 답변을 반환하지 않았습니다. 다시 시도하세요.
請開啟右上「ChatGPT 帳號」，按「測試模型回答」。該測試會實際發送一句話，顯示連線是否成功。|Open ChatGPT account above and select Test model response. This sends a real short request to verify the connection.|请打开右上角的 ChatGPT 账号，点击测试模型回答，以实际请求检查连接。|右上の ChatGPT アカウントからモデル応答テストを選択してください。短いリクエストで接続を確認します。|위의 ChatGPT 계정에서 모델 응답 테스트를 선택하세요. 짧은 실제 요청으로 연결을 확인합니다.
